,date,product,machine,heure,jour_nom,semaine,date_courte,semaine_personnalisee,stock_max
1243,2019-11-18 05:45:15,coffee,A,5,lundi,46,18/11/2019,1,280
1244,2019-11-18 05:45:17,coffee,B,5,lundi,46,18/11/2019,1,280
1245,2019-11-18 05:50:14,coffee,D,5,lundi,46,18/11/2019,1,280
1246,2019-11-18 05:58:14,coffee,B,5,lundi,46,18/11/2019,1,280
1247,2019-11-18 05:58:25,coffee,C,5,lundi,46,18/11/2019,1,280
1248,2019-11-18 05:58:39,coffee,C,5,lundi,46,18/11/2019,1,280
1249,2019-11-18 05:58:39,soda,B,5,lundi,46,18/11/2019,1,120
1250,2019-11-18 06:00:10,coffee,C,6,lundi,46,18/11/2019,1,280
1251,2019-11-18 06:00:27,soda,B,6,lundi,46,18/11/2019,1,120
1252,2019-11-18 06:01:13,coffee,D,6,lundi,46,18/11/2019,1,280
1253,2019-11-18 06:02:24,coffee,D,6,lundi,46,18/11/2019,1,280
1254,2019-11-18 06:02:30,coffee,A,6,lundi,46,18/11/2019,1,280
1255,2019-11-18 06:05:28,coffee,B,6,lundi,46,18/11/2019,1,280
1256,2019-11-18 06:05:47,coffee,C,6,lundi,46,18/11/2019,1,280
1257,2019-11-18 06:06:06,coffee,D,6,lundi,46,18/11/2019,1,280
1258,2019-11-18 06:06:15,coffee,C,6,lundi,46,18/11/2019,1,280
1259,2019-11-18 06:06:53,soda,A,6,lundi,46,18/11/2019,1,120
1260,2019-11-18 06:11:35,soda,B,6,lundi,46,18/11/2019,1,120
1261,2019-11-18 06:13:05,coffee,B,6,lundi,46,18/11/2019,1,280
1262,2019-11-18 06:17:46,coffee,C,6,lundi,46,18/11/2019,1,280
1263,2019-11-18 06:18:11,coffee,B,6,lundi,46,18/11/2019,1,280
1264,2019-11-18 06:21:18,coffee,D,6,lundi,46,18/11/2019,1,280
1265,2019-11-18 06:21:54,coffee,A,6,lundi,46,18/11/2019,1,280
1266,2019-11-18 06:23:57,coffee,C,6,lundi,46,18/11/2019,1,280
1267,2019-11-18 06:29:39,soda,B,6,lundi,46,18/11/2019,1,120
1268,2019-11-18 06:34:13,coffee,C,6,lundi,46,18/11/2019,1,280
1269,2019-11-18 06:34:54,coffee,D,6,lundi,46,18/11/2019,1,280
1270,2019-11-18 06:34:59,coffee,D,6,lundi,46,18/11/2019,1,280
1271,2019-11-18 06:39:48,coffee,D,6,lundi,46,18/11/2019,1,280
1272,2019-11-18 06:42:29,coffee,A,6,lundi,46,18/11/2019,1,280
1273,2019-11-18 06:43:26,coffee,C,6,lundi,46,18/11/2019,1,280
1274,2019-11-18 06:45:48,coffee,D,6,lundi,46,18/11/2019,1,280
1275,2019-11-18 06:48:45,coffee,C,6,lundi,46,18/11/2019,1,280
1276,2019-11-18 06:49:19,coffee,C,6,lundi,46,18/11/2019,1,280
1277,2019-11-18 06:54:58,coffee,A,6,lundi,46,18/11/2019,1,280
1278,2019-11-18 06:57:07,coffee,C,6,lundi,46,18/11/2019,1,280
1279,2019-11-18 06:58:15,coffee,A,6,lundi,46,18/11/2019,1,280
1280,2019-11-18 06:58:59,coffee,D,6,lundi,46,18/11/2019,1,280
1281,2019-11-18 06:59:49,coffee,A,6,lundi,46,18/11/2019,1,280
1282,2019-11-18 07:02:04,coffee,A,7,lundi,46,18/11/2019,1,280
1283,2019-11-18 07:02:22,soda,D,7,lundi,46,18/11/2019,1,120
1284,2019-11-18 07:06:49,coffee,C,7,lundi,46,18/11/2019,1,280
1285,2019-11-18 07:07:39,coffee,C,7,lundi,46,18/11/2019,1,280
1286,2019-11-18 07:10:32,coffee,B,7,lundi,46,18/11/2019,1,280
1287,2019-11-18 07:10:51,coffee,D,7,lundi,46,18/11/2019,1,280
1288,2019-11-18 07:11:27,coffee,C,7,lundi,46,18/11/2019,1,280
1289,2019-11-18 07:14:40,soda,B,7,lundi,46,18/11/2019,1,120
1290,2019-11-18 07:18:59,coffee,C,7,lundi,46,18/11/2019,1,280
1291,2019-11-18 07:19:48,coffee,B,7,lundi,46,18/11/2019,1,280
1292,2019-11-18 07:22:13,coffee,C,7,lundi,46,18/11/2019,1,280
1293,2019-11-18 07:23:42,soda,D,7,lundi,46,18/11/2019,1,120
1294,2019-11-18 07:24:57,coffee,D,7,lundi,46,18/11/2019,1,280
1295,2019-11-18 07:26:53,soda,D,7,lundi,46,18/11/2019,1,120
1296,2019-11-18 07:29:00,coffee,A,7,lundi,46,18/11/2019,1,280
1297,2019-11-18 07:30:32,coffee,C,7,lundi,46,18/11/2019,1,280
1298,2019-11-18 07:30:49,coffee,B,7,lundi,46,18/11/2019,1,280
1299,2019-11-18 07:32:17,coffee,B,7,lundi,46,18/11/2019,1,280
1300,2019-11-18 07:32:48,coffee,A,7,lundi,46,18/11/2019,1,280
1301,2019-11-18 07:35:22,coffee,A,7,lundi,46,18/11/2019,1,280
1302,2019-11-18 07:36:15,coffee,A,7,lundi,46,18/11/2019,1,280
1303,2019-11-18 07:37:10,coffee,C,7,lundi,46,18/11/2019,1,280
1304,2019-11-18 07:38:26,coffee,A,7,lundi,46,18/11/2019,1,280
1305,2019-11-18 07:40:15,coffee,A,7,lundi,46,18/11/2019,1,280
1306,2019-11-18 07:40:56,coffee,C,7,lundi,46,18/11/2019,1,280
1307,2019-11-18 07:41:34,soda,B,7,lundi,46,18/11/2019,1,120
1308,2019-11-18 07:45:43,coffee,C,7,lundi,46,18/11/2019,1,280
1309,2019-11-18 07:48:52,coffee,A,7,lundi,46,18/11/2019,1,280
1310,2019-11-18 07:52:39,coffee,D,7,lundi,46,18/11/2019,1,280
1311,2019-11-18 07:53:48,coffee,D,7,lundi,46,18/11/2019,1,280
1312,2019-11-18 07:55:27,coffee,D,7,lundi,46,18/11/2019,1,280
1313,2019-11-18 07:55:32,coffee,D,7,lundi,46,18/11/2019,1,280
1314,2019-11-18 07:56:03,coffee,C,7,lundi,46,18/11/2019,1,280
1315,2019-11-18 07:56:23,coffee,C,7,lundi,46,18/11/2019,1,280
1316,2019-11-18 07:56:30,coffee,C,7,lundi,46,18/11/2019,1,280
1317,2019-11-18 07:57:05,coffee,A,7,lundi,46,18/11/2019,1,280
1318,2019-11-18 07:59:06,coffee,D,7,lundi,46,18/11/2019,1,280
1319,2019-11-18 07:59:06,coffee,A,7,lundi,46,18/11/2019,1,280
1320,2019-11-18 07:59:31,coffee,B,7,lundi,46,18/11/2019,1,280
1321,2019-11-18 08:00:00,coffee,C,8,lundi,46,18/11/2019,1,280
1322,2019-11-18 08:00:28,coffee,D,8,lundi,46,18/11/2019,1,280
1323,2019-11-18 08:02:59,coffee,C,8,lundi,46,18/11/2019,1,280
1324,2019-11-18 08:06:47,coffee,B,8,lundi,46,18/11/2019,1,280
1325,2019-11-18 08:07:29,coffee,C,8,lundi,46,18/11/2019,1,280
1326,2019-11-18 08:08:17,coffee,C,8,lundi,46,18/11/2019,1,280
1327,2019-11-18 08:08:47,coffee,C,8,lundi,46,18/11/2019,1,280
1328,2019-11-18 08:13:27,coffee,D,8,lundi,46,18/11/2019,1,280
1329,2019-11-18 08:13:43,coffee,D,8,lundi,46,18/11/2019,1,280
1330,2019-11-18 08:13:51,coffee,A,8,lundi,46,18/11/2019,1,280
1331,2019-11-18 08:14:50,coffee,A,8,lundi,46,18/11/2019,1,280
1332,2019-11-18 08:17:16,soda,C,8,lundi,46,18/11/2019,1,120
1333,2019-11-18 08:17:51,coffee,A,8,lundi,46,18/11/2019,1,280
1334,2019-11-18 08:18:20,coffee,A,8,lundi,46,18/11/2019,1,280
1335,2019-11-18 08:19:37,coffee,A,8,lundi,46,18/11/2019,1,280
1336,2019-11-18 08:20:08,coffee,D,8,lundi,46,18/11/2019,1,280
1337,2019-11-18 08:20:38,coffee,B,8,lundi,46,18/11/2019,1,280
1338,2019-11-18 08:25:05,coffee,C,8,lundi,46,18/11/2019,1,280
1339,2019-11-18 08:25:06,coffee,C,8,lundi,46,18/11/2019,1,280
1340,2019-11-18 08:25:21,coffee,B,8,lundi,46,18/11/2019,1,280
1341,2019-11-18 08:34:03,coffee,D,8,lundi,46,18/11/2019,1,280
1342,2019-11-18 08:34:58,coffee,C,8,lundi,46,18/11/2019,1,280
1343,2019-11-18 08:35:09,coffee,D,8,lundi,46,18/11/2019,1,280
1344,2019-11-18 08:35:44,soda,D,8,lundi,46,18/11/2019,1,120
1345,2019-11-18 08:38:03,coffee,C,8,lundi,46,18/11/2019,1,280
1346,2019-11-18 08:41:56,coffee,A,8,lundi,46,18/11/2019,1,280
1347,2019-11-18 08:43:16,coffee,C,8,lundi,46,18/11/2019,1,280
1348,2019-11-18 08:44:21,coffee,D,8,lundi,46,18/11/2019,1,280
1349,2019-11-18 08:45:24,coffee,D,8,lundi,46,18/11/2019,1,280
1350,2019-11-18 08:46:00,coffee,C,8,lundi,46,18/11/2019,1,280
1351,2019-11-18 08:47:26,coffee,B,8,lundi,46,18/11/2019,1,280
1352,2019-11-18 08:47:56,coffee,B,8,lundi,46,18/11/2019,1,280
1353,2019-11-18 08:49:07,coffee,B,8,lundi,46,18/11/2019,1,280
1354,2019-11-18 08:49:39,coffee,A,8,lundi,46,18/11/2019,1,280
1355,2019-11-18 08:51:04,coffee,A,8,lundi,46,18/11/2019,1,280
1356,2019-11-18 08:52:25,coffee,B,8,lundi,46,18/11/2019,1,280
1357,2019-11-18 08:56:40,coffee,D,8,lundi,46,18/11/2019,1,280
1358,2019-11-18 08:57:25,soda,A,8,lundi,46,18/11/2019,1,120
1359,2019-11-18 08:57:37,coffee,D,8,lundi,46,18/11/2019,1,280
1360,2019-11-18 08:58:06,coffee,C,8,lundi,46,18/11/2019,1,280
1361,2019-11-18 09:01:38,coffee,D,9,lundi,46,18/11/2019,1,280
1362,2019-11-18 09:05:48,coffee,A,9,lundi,46,18/11/2019,1,280
1363,2019-11-18 09:12:53,coffee,D,9,lundi,46,18/11/2019,1,280
1364,2019-11-18 09:13:26,coffee,D,9,lundi,46,18/11/2019,1,280
1365,2019-11-18 09:14:36,coffee,A,9,lundi,46,18/11/2019,1,280
1366,2019-11-18 09:15:49,coffee,A,9,lundi,46,18/11/2019,1,280
1367,2019-11-18 09:16:57,soda,B,9,lundi,46,18/11/2019,1,120
1368,2019-11-18 09:17:54,coffee,C,9,lundi,46,18/11/2019,1,280
1369,2019-11-18 09:19:11,coffee,C,9,lundi,46,18/11/2019,1,280
1370,2019-11-18 09:19:24,coffee,D,9,lundi,46,18/11/2019,1,280
1371,2019-11-18 09:20:09,coffee,A,9,lundi,46,18/11/2019,1,280
1372,2019-11-18 09:21:48,coffee,A,9,lundi,46,18/11/2019,1,280
1373,2019-11-18 09:22:51,coffee,A,9,lundi,46,18/11/2019,1,280
1374,2019-11-18 09:26:07,coffee,A,9,lundi,46,18/11/2019,1,280
1375,2019-11-18 09:27:35,coffee,D,9,lundi,46,18/11/2019,1,280
1376,2019-11-18 09:28:34,coffee,C,9,lundi,46,18/11/2019,1,280
1377,2019-11-18 09:29:28,coffee,A,9,lundi,46,18/11/2019,1,280
1378,2019-11-18 09:36:04,coffee,C,9,lundi,46,18/11/2019,1,280
1379,2019-11-18 09:36:17,coffee,B,9,lundi,46,18/11/2019,1,280
1380,2019-11-18 09:36:21,coffee,A,9,lundi,46,18/11/2019,1,280
1381,2019-11-18 09:37:29,coffee,B,9,lundi,46,18/11/2019,1,280
1382,2019-11-18 09:37:42,coffee,B,9,lundi,46,18/11/2019,1,280
1383,2019-11-18 09:39:13,coffee,A,9,lundi,46,18/11/2019,1,280
1384,2019-11-18 09:39:25,coffee,D,9,lundi,46,18/11/2019,1,280
1385,2019-11-18 09:43:21,coffee,D,9,lundi,46,18/11/2019,1,280
1386,2019-11-18 09:45:18,soda,B,9,lundi,46,18/11/2019,1,120
1387,2019-11-18 09:46:24,coffee,D,9,lundi,46,18/11/2019,1,280
1388,2019-11-18 09:47:11,soda,A,9,lundi,46,18/11/2019,1,120
1389,2019-11-18 09:47:31,coffee,B,9,lundi,46,18/11/2019,1,280
1390,2019-11-18 09:49:44,coffee,C,9,lundi,46,18/11/2019,1,280
1391,2019-11-18 09:54:23,coffee,A,9,lundi,46,18/11/2019,1,280
1392,2019-11-18 09:55:11,coffee,B,9,lundi,46,18/11/2019,1,280
1393,2019-11-18 09:57:31,coffee,A,9,lundi,46,18/11/2019,1,280
1394,2019-11-18 09:57:57,coffee,B,9,lundi,46,18/11/2019,1,280
1395,2019-11-18 10:00:00,coffee,C,10,lundi,46,18/11/2019,1,280
1396,2019-11-18 10:03:42,coffee,A,10,lundi,46,18/11/2019,1,280
1397,2019-11-18 10:04:14,coffee,C,10,lundi,46,18/11/2019,1,280
1398,2019-11-18 10:05:26,coffee,A,10,lundi,46,18/11/2019,1,280
1399,2019-11-18 10:05:46,coffee,D,10,lundi,46,18/11/2019,1,280
1400,2019-11-18 10:06:59,soda,A,10,lundi,46,18/11/2019,1,120
1401,2019-11-18 10:07:03,coffee,A,10,lundi,46,18/11/2019,1,280
1402,2019-11-18 10:10:37,coffee,D,10,lundi,46,18/11/2019,1,280
1403,2019-11-18 10:11:34,coffee,A,10,lundi,46,18/11/2019,1,280
1404,2019-11-18 10:11:55,coffee,C,10,lundi,46,18/11/2019,1,280
1405,2019-11-18 10:12:08,coffee,C,10,lundi,46,18/11/2019,1,280
1406,2019-11-18 10:15:12,coffee,C,10,lundi,46,18/11/2019,1,280
1407,2019-11-18 10:18:47,coffee,D,10,lundi,46,18/11/2019,1,280
1408,2019-11-18 10:22:28,coffee,D,10,lundi,46,18/11/2019,1,280
1409,2019-11-18 10:22:43,coffee,C,10,lundi,46,18/11/2019,1,280
1410,2019-11-18 10:27:29,soda,A,10,lundi,46,18/11/2019,1,120
1411,2019-11-18 10:28:47,coffee,A,10,lundi,46,18/11/2019,1,280
1412,2019-11-18 10:29:05,coffee,C,10,lundi,46,18/11/2019,1,280
1413,2019-11-18 10:29:36,coffee,D,10,lundi,46,18/11/2019,1,280
1414,2019-11-18 10:30:27,coffee,C,10,lundi,46,18/11/2019,1,280
1415,2019-11-18 10:31:33,coffee,D,10,lundi,46,18/11/2019,1,280
1416,2019-11-18 10:31:45,coffee,A,10,lundi,46,18/11/2019,1,280
1417,2019-11-18 10:34:35,coffee,A,10,lundi,46,18/11/2019,1,280
1418,2019-11-18 10:34:56,coffee,D,10,lundi,46,18/11/2019,1,280
1419,2019-11-18 10:34:56,coffee,C,10,lundi,46,18/11/2019,1,280
1420,2019-11-18 10:35:10,coffee,D,10,lundi,46,18/11/2019,1,280
1421,2019-11-18 10:35:49,coffee,D,10,lundi,46,18/11/2019,1,280
1422,2019-11-18 10:37:24,coffee,B,10,lundi,46,18/11/2019,1,280
1423,2019-11-18 10:38:54,coffee,C,10,lundi,46,18/11/2019,1,280
1424,2019-11-18 10:41:59,coffee,D,10,lundi,46,18/11/2019,1,280
1425,2019-11-18 10:43:27,coffee,A,10,lundi,46,18/11/2019,1,280
1426,2019-11-18 10:43:47,coffee,C,10,lundi,46,18/11/2019,1,280
1427,2019-11-18 10:45:50,coffee,C,10,lundi,46,18/11/2019,1,280
1428,2019-11-18 10:46:32,coffee,D,10,lundi,46,18/11/2019,1,280
1429,2019-11-18 10:47:40,coffee,B,10,lundi,46,18/11/2019,1,280
1430,2019-11-18 10:47:49,soda,A,10,lundi,46,18/11/2019,1,120
1431,2019-11-18 10:49:10,coffee,B,10,lundi,46,18/11/2019,1,280
1432,2019-11-18 10:49:48,soda,A,10,lundi,46,18/11/2019,1,120
1433,2019-11-18 10:50:13,soda,C,10,lundi,46,18/11/2019,1,120
1434,2019-11-18 10:51:47,coffee,B,10,lundi,46,18/11/2019,1,280
1435,2019-11-18 10:55:04,coffee,A,10,lundi,46,18/11/2019,1,280
1436,2019-11-18 10:55:19,coffee,D,10,lundi,46,18/11/2019,1,280
1437,2019-11-18 10:57:23,soda,B,10,lundi,46,18/11/2019,1,120
1438,2019-11-18 10:58:07,coffee,B,10,lundi,46,18/11/2019,1,280
1439,2019-11-18 10:58:14,coffee,C,10,lundi,46,18/11/2019,1,280
1440,2019-11-18 10:58:18,coffee,B,10,lundi,46,18/11/2019,1,280
1441,2019-11-18 10:58:35,coffee,C,10,lundi,46,18/11/2019,1,280
1442,2019-11-18 11:02:38,coffee,B,11,lundi,46,18/11/2019,1,280
1443,2019-11-18 11:03:01,coffee,B,11,lundi,46,18/11/2019,1,280
1444,2019-11-18 11:04:09,coffee,B,11,lundi,46,18/11/2019,1,280
1445,2019-11-18 11:04:30,coffee,A,11,lundi,46,18/11/2019,1,280
1446,2019-11-18 11:05:22,coffee,B,11,lundi,46,18/11/2019,1,280
1447,2019-11-18 11:06:29,soda,D,11,lundi,46,18/11/2019,1,120
1448,2019-11-18 11:07:55,coffee,C,11,lundi,46,18/11/2019,1,280
1449,2019-11-18 11:08:29,soda,C,11,lundi,46,18/11/2019,1,120
1450,2019-11-18 11:09:46,soda,C,11,lundi,46,18/11/2019,1,120
1451,2019-11-18 11:09:49,coffee,D,11,lundi,46,18/11/2019,1,280
1452,2019-11-18 11:10:41,coffee,A,11,lundi,46,18/11/2019,1,280
1453,2019-11-18 11:10:42,soda,B,11,lundi,46,18/11/2019,1,120
1454,2019-11-18 11:16:31,coffee,B,11,lundi,46,18/11/2019,1,280
1455,2019-11-18 11:18:59,coffee,A,11,lundi,46,18/11/2019,1,280
1456,2019-11-18 11:19:10,soda,A,11,lundi,46,18/11/2019,1,120
1457,2019-11-18 11:20:00,coffee,D,11,lundi,46,18/11/2019,1,280
1458,2019-11-18 11:25:23,coffee,C,11,lundi,46,18/11/2019,1,280
1459,2019-11-18 11:30:49,coffee,A,11,lundi,46,18/11/2019,1,280
1460,2019-11-18 11:34:00,soda,B,11,lundi,46,18/11/2019,1,120
1461,2019-11-18 11:35:35,coffee,B,11,lundi,46,18/11/2019,1,280
1462,2019-11-18 11:35:58,coffee,C,11,lundi,46,18/11/2019,1,280
1463,2019-11-18 11:41:33,soda,B,11,lundi,46,18/11/2019,1,120
1464,2019-11-18 11:41:53,coffee,D,11,lundi,46,18/11/2019,1,280
1465,2019-11-18 11:43:09,coffee,D,11,lundi,46,18/11/2019,1,280
1466,2019-11-18 11:46:20,coffee,D,11,lundi,46,18/11/2019,1,280
1467,2019-11-18 11:46:46,coffee,A,11,lundi,46,18/11/2019,1,280
1468,2019-11-18 11:46:48,coffee,D,11,lundi,46,18/11/2019,1,280
1469,2019-11-18 11:48:04,coffee,C,11,lundi,46,18/11/2019,1,280
1470,2019-11-18 11:50:38,soda,A,11,lundi,46,18/11/2019,1,120
1471,2019-11-18 11:52:49,coffee,B,11,lundi,46,18/11/2019,1,280
1472,2019-11-18 11:54:58,soda,D,11,lundi,46,18/11/2019,1,120
1473,2019-11-18 11:55:09,soda,A,11,lundi,46,18/11/2019,1,120
1474,2019-11-18 11:55:37,coffee,A,11,lundi,46,18/11/2019,1,280
1475,2019-11-18 11:55:53,coffee,B,11,lundi,46,18/11/2019,1,280
1476,2019-11-18 11:58:39,coffee,D,11,lundi,46,18/11/2019,1,280
1477,2019-11-18 12:00:37,soda,D,12,lundi,46,18/11/2019,1,120
1478,2019-11-18 12:03:30,soda,C,12,lundi,46,18/11/2019,1,120
1479,2019-11-18 12:06:46,coffee,A,12,lundi,46,18/11/2019,1,280
1480,2019-11-18 12:09:45,coffee,C,12,lundi,46,18/11/2019,1,280
1481,2019-11-18 12:13:08,coffee,B,12,lundi,46,18/11/2019,1,280
1482,2019-11-18 12:15:12,coffee,A,12,lundi,46,18/11/2019,1,280
1483,2019-11-18 12:19:18,coffee,D,12,lundi,46,18/11/2019,1,280
1484,2019-11-18 12:20:23,soda,B,12,lundi,46,18/11/2019,1,120
1485,2019-11-18 12:20:26,coffee,D,12,lundi,46,18/11/2019,1,280
1486,2019-11-18 12:20:56,coffee,A,12,lundi,46,18/11/2019,1,280
1487,2019-11-18 12:21:53,coffee,C,12,lundi,46,18/11/2019,1,280
1488,2019-11-18 12:22:12,coffee,B,12,lundi,46,18/11/2019,1,280
1489,2019-11-18 12:22:15,coffee,D,12,lundi,46,18/11/2019,1,280
1490,2019-11-18 12:23:34,coffee,D,12,lundi,46,18/11/2019,1,280
1491,2019-11-18 12:24:15,coffee,D,12,lundi,46,18/11/2019,1,280
1492,2019-11-18 12:24:47,coffee,D,12,lundi,46,18/11/2019,1,280
1493,2019-11-18 12:25:21,coffee,C,12,lundi,46,18/11/2019,1,280
1494,2019-11-18 12:25:36,coffee,D,12,lundi,46,18/11/2019,1,280
1495,2019-11-18 12:25:36,coffee,D,12,lundi,46,18/11/2019,1,280
1496,2019-11-18 12:30:11,coffee,D,12,lundi,46,18/11/2019,1,280
1497,2019-11-18 12:30:34,coffee,D,12,lundi,46,18/11/2019,1,280
1498,2019-11-18 12:30:39,coffee,B,12,lundi,46,18/11/2019,1,280
1499,2019-11-18 12:32:36,coffee,C,12,lundi,46,18/11/2019,1,280
1500,2019-11-18 12:35:03,coffee,C,12,lundi,46,18/11/2019,1,280
1501,2019-11-18 12:35:43,coffee,A,12,lundi,46,18/11/2019,1,280
1502,2019-11-18 12:39:24,coffee,B,12,lundi,46,18/11/2019,1,280
1503,2019-11-18 12:40:44,coffee,B,12,lundi,46,18/11/2019,1,280
1504,2019-11-18 12:41:21,soda,D,12,lundi,46,18/11/2019,1,120
1505,2019-11-18 12:41:21,soda,A,12,lundi,46,18/11/2019,1,120
1506,2019-11-18 12:42:53,coffee,A,12,lundi,46,18/11/2019,1,280
1507,2019-11-18 12:44:05,coffee,D,12,lundi,46,18/11/2019,1,280
1508,2019-11-18 12:44:34,coffee,C,12,lundi,46,18/11/2019,1,280
1509,2019-11-18 12:45:43,soda,B,12,lundi,46,18/11/2019,1,120
1510,2019-11-18 12:47:02,coffee,A,12,lundi,46,18/11/2019,1,280
1511,2019-11-18 12:48:10,coffee,D,12,lundi,46,18/11/2019,1,280
1512,2019-11-18 12:48:53,coffee,D,12,lundi,46,18/11/2019,1,280
1513,2019-11-18 12:52:37,coffee,B,12,lundi,46,18/11/2019,1,280
1514,2019-11-18 12:54:39,coffee,B,12,lundi,46,18/11/2019,1,280
1515,2019-11-18 12:56:33,coffee,D,12,lundi,46,18/11/2019,1,280
1516,2019-11-18 12:56:34,coffee,C,12,lundi,46,18/11/2019,1,280
1517,2019-11-18 12:57:33,coffee,C,12,lundi,46,18/11/2019,1,280
1518,2019-11-18 12:57:40,soda,D,12,lundi,46,18/11/2019,1,120
1519,2019-11-18 13:01:09,coffee,D,13,lundi,46,18/11/2019,1,280
1520,2019-11-18 13:01:44,coffee,D,13,lundi,46,18/11/2019,1,280
1521,2019-11-18 13:02:43,coffee,D,13,lundi,46,18/11/2019,1,280
1522,2019-11-18 13:05:29,coffee,A,13,lundi,46,18/11/2019,1,280
1523,2019-11-18 13:07:48,coffee,D,13,lundi,46,18/11/2019,1,280
1524,2019-11-18 13:11:20,coffee,A,13,lundi,46,18/11/2019,1,280
1525,2019-11-18 13:12:20,soda,C,13,lundi,46,18/11/2019,1,120
1526,2019-11-18 13:13:32,coffee,A,13,lundi,46,18/11/2019,1,280
1527,2019-11-18 13:13:59,coffee,C,13,lundi,46,18/11/2019,1,280
1528,2019-11-18 13:15:12,coffee,D,13,lundi,46,18/11/2019,1,280
1529,2019-11-18 13:15:32,coffee,D,13,lundi,46,18/11/2019,1,280
1530,2019-11-18 13:16:06,coffee,C,13,lundi,46,18/11/2019,1,280
1531,2019-11-18 13:16:27,coffee,B,13,lundi,46,18/11/2019,1,280
1532,2019-11-18 13:19:16,coffee,A,13,lundi,46,18/11/2019,1,280
1533,2019-11-18 13:28:20,coffee,D,13,lundi,46,18/11/2019,1,280
1534,2019-11-18 13:30:51,soda,C,13,lundi,46,18/11/2019,1,120
1535,2019-11-18 13:32:11,coffee,C,13,lundi,46,18/11/2019,1,280
1536,2019-11-18 13:32:24,soda,A,13,lundi,46,18/11/2019,1,120
1537,2019-11-18 13:34:57,coffee,C,13,lundi,46,18/11/2019,1,280
1538,2019-11-18 13:35:38,coffee,B,13,lundi,46,18/11/2019,1,280
1539,2019-11-18 13:35:53,coffee,D,13,lundi,46,18/11/2019,1,280
1540,2019-11-18 13:40:35,coffee,D,13,lundi,46,18/11/2019,1,280
1541,2019-11-18 13:43:28,coffee,A,13,lundi,46,18/11/2019,1,280
1542,2019-11-18 13:47:27,coffee,D,13,lundi,46,18/11/2019,1,280
1543,2019-11-18 13:48:31,soda,C,13,lundi,46,18/11/2019,1,120
1544,2019-11-18 13:49:46,coffee,D,13,lundi,46,18/11/2019,1,280
1545,2019-11-18 13:51:08,soda,C,13,lundi,46,18/11/2019,1,120
1546,2019-11-18 13:52:36,coffee,D,13,lundi,46,18/11/2019,1,280
1547,2019-11-18 13:54:13,soda,B,13,lundi,46,18/11/2019,1,120
1548,2019-11-18 13:56:53,coffee,D,13,lundi,46,18/11/2019,1,280
1549,2019-11-18 13:56:55,coffee,A,13,lundi,46,18/11/2019,1,280
1550,2019-11-18 13:57:14,coffee,A,13,lundi,46,18/11/2019,1,280
1551,2019-11-18 13:57:19,coffee,B,13,lundi,46,18/11/2019,1,280
1552,2019-11-18 14:02:50,soda,A,14,lundi,46,18/11/2019,1,120
1553,2019-11-18 14:07:11,coffee,C,14,lundi,46,18/11/2019,1,280
1554,2019-11-18 14:08:21,nrj,D,14,lundi,46,18/11/2019,1,60
1555,2019-11-18 14:08:37,coffee,D,14,lundi,46,18/11/2019,1,280
1556,2019-11-18 14:10:09,soda,A,14,lundi,46,18/11/2019,1,120
1557,2019-11-18 14:13:52,coffee,A,14,lundi,46,18/11/2019,1,280
1558,2019-11-18 14:17:45,coffee,C,14,lundi,46,18/11/2019,1,280
1559,2019-11-18 14:19:03,soda,D,14,lundi,46,18/11/2019,1,120
1560,2019-11-18 14:19:45,coffee,B,14,lundi,46,18/11/2019,1,280
1561,2019-11-18 14:20:58,coffee,B,14,lundi,46,18/11/2019,1,280
1562,2019-11-18 14:30:34,coffee,B,14,lundi,46,18/11/2019,1,280
1563,2019-11-18 14:32:08,coffee,D,14,lundi,46,18/11/2019,1,280
1564,2019-11-18 14:33:15,coffee,A,14,lundi,46,18/11/2019,1,280
1565,2019-11-18 14:34:25,soda,D,14,lundi,46,18/11/2019,1,120
1566,2019-11-18 14:37:45,coffee,D,14,lundi,46,18/11/2019,1,280
1567,2019-11-18 14:39:59,coffee,B,14,lundi,46,18/11/2019,1,280
1568,2019-11-18 14:40:43,coffee,B,14,lundi,46,18/11/2019,1,280
1569,2019-11-18 14:44:57,soda,D,14,lundi,46,18/11/2019,1,120
1570,2019-11-18 14:46:41,coffee,D,14,lundi,46,18/11/2019,1,280
1571,2019-11-18 14:47:35,soda,B,14,lundi,46,18/11/2019,1,120
1572,2019-11-18 14:48:07,soda,A,14,lundi,46,18/11/2019,1,120
1573,2019-11-18 14:48:30,soda,B,14,lundi,46,18/11/2019,1,120
1574,2019-11-18 14:55:02,coffee,C,14,lundi,46,18/11/2019,1,280
1575,2019-11-18 14:55:09,soda,B,14,lundi,46,18/11/2019,1,120
1576,2019-11-18 14:58:40,soda,D,14,lundi,46,18/11/2019,1,120
1577,2019-11-18 15:00:49,soda,D,15,lundi,46,18/11/2019,1,120
1578,2019-11-18 15:02:01,soda,C,15,lundi,46,18/11/2019,1,120
1579,2019-11-18 15:06:37,coffee,B,15,lundi,46,18/11/2019,1,280
1580,2019-11-18 15:06:38,coffee,A,15,lundi,46,18/11/2019,1,280
1581,2019-11-18 15:10:43,coffee,D,15,lundi,46,18/11/2019,1,280
1582,2019-11-18 15:11:34,coffee,C,15,lundi,46,18/11/2019,1,280
1583,2019-11-18 15:18:35,coffee,D,15,lundi,46,18/11/2019,1,280
